Identifier,Age,Education,Indutry_Groups,Industry_Domain,Marital_Status,Occupation,Customer_Segment,Gender,Metropolitan_City,Residence,Insurance_Product_type,Insurance_Acquisition_Channel,Active_Bank_Products,Total_Bank_Products,Commercial_Loan,Consumer_Auto_Loan,Mortgage_Loan,Personal_Loan,Credit_Card,Deposit,Pre-Approved Auto Limit,Pre-Approved Mortgage Limit,Pre-Approved Personal Limit,Tenure_with_Bank_Group,Tenure_of_Insurance,Salary_Amount,Credit_Limit,Total_Asset_Under_Mngmnt,Avg_Monthly_Balance,Application_Score,Behavioural_Score
7303,39.7,High School,Services,Health,MARRIED,Non- Government Job,Privilege Banking,Male,Others,Own House,Auto Insurance,Direct,3,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,7.68,6184.24,242100,8578.32,6151.513884,385,699
7304,35.8,Graduate and Higher,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Auto Insurance,Direct,4,5,0,1,0,0,0,1,MISSING,MISSING,MISSING,<=10 YRS,0.76,35340.9,119000,74811.06,19975.75383,356,707
7305,32.3,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Others,Rented House,Auto Insurance,Bank,3,4,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.89,15507.24,32400,51739.12,2328.926905,353,694
7306,37.5,University,OTHERS,Housewife,MARRIED,Unemployed/Housewife/Student,Individual,Female,Bengaluru,Own House,Health Insurance,Direct,4,5,0,0,0,0,0,1,MISSING,MISSING,MISSING,<=10 YRS,1.88,51466.66666,151200,2396.32,4311.533507,365,704
7307,43.7,Graduate and Higher,Services,Health,DIVORCED,Non- Government Job,SME,Female,Bengaluru,Living in a house owned by a family member,Small and Medium Enterprises Insurance,Agent,1,2,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,2.28,NA,NA,0,17379.77909,406,677
7309,31.3,University,Construction,Construction,SINGLE,Non- Government Job,Individual,Male,Others,Company Provided Housing,Health Insurance,Direct,>=5,>=6,0,0,0,1,0,0,"<360,000","<2,500,000",ZERO,<=10 YRS,2.40,33505.76,25600,21568.64,11292.40955,358,682
7311,51.2,High School,Trade/Merchandise,Domestic Trade,UNKNOWN,Non- Government Job,Privilege Banking,Male,Ahmedabad,Living in a house owned by a family member,Home Insurance,Bank,3,3,0,1,1,0,0,0,MISSING,MISSING,MISSING,<=10 YRS,2.35,NA,NA,1.17,54354.78675,352,622
7312,18.8,High School,Government & NGO,Armed Forces,SINGLE,Non- Government Job,Individual,Male,Others,Rented House,Health Insurance,Direct,3,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=2 YRS,0.83,22038.66,27000,9216.16,6850.442967,337,646
7313,36.3,University,Services,Cleaning Services,DIVORCED,Non- Government Job,Individual,Male,Bengaluru,Own House,Home Insurance,Bank,>=5,5,0,0,1,1,1,1,">480,000","<5,000,000",ZERO,>10 YRS,1.73,30035.81,121600,85086.36,22883.23624,362,589
7314,44.3,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Bank,3,4,0,1,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,5.12,NA,NA,20223.63,8077.743701,362,592
7315,39.6,University,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Chandigarh,Own House,Health Insurance,Agent,3,3,0,0,0,1,1,0,">480,000",">=5,000,000","<1,500,000",<=10 YRS,1.89,NA,NA,1822.87,1351.8,348,638
7316,36.0,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Female,Chennai,Rented House,Auto Insurance,Bank,0,2,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,13.11,NA,NA,0,79.94053032,373,711
7317,50.8,Intermediate,Services,Finance,MARRIED,Government Job,Individual,Male,Mumbai,Own House,Theft Insurance,Agent,3,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.87,27155.73,37800,0,5282.538333,431,591
7318,32.7,University,Services,Finance,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Theft Insurance for Credit Card,Direct,4,4,0,0,0,1,1,0,">480,000","<5,000,000","<1,500,000",<=10 YRS,3.00,20417.32,56000,823.06,9195.28695,382,582
7319,38.8,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Home Insurance,Direct,3,4,0,0,1,0,1,0,"<360,000","<2,500,000",ZERO,>10 YRS,1.60,15373.84,62000,13211.66,34057.55667,365,694
7320,41.1,High School,Production/Manufacturing,Textile,MARRIED,Self Employed,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,4,>=6,1,1,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,10.46,189000,225000,1014743.7,97303.16568,341,715
7321,29.8,University,Services,Health,MARRIED,Self Employed,Individual,Female,Others,Living in a house owned by a family member,Small and Medium Enterprises Insurance,Agent,0,2,0,1,0,0,0,0,MISSING,MISSING,MISSING,>10 YRS,2.81,NA,NA,0,24392.14546,369,669
7322,45.3,University,Services,Unknown,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Home Insurance,Direct,>=5,>=6,0,0,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,9.99,69878.07,157500,1520781.5,303261.4197,362,717
7323,41.4,High School,Services,Finance,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Rented House,Credit Card Insurance,Direct,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.89,8589.04,18000,889.47,3437.524636,369,616
7324,39.3,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Health Insurance,Direct,4,4,0,0,1,1,1,0,"<480,000",ZERO,ZERO,<=10 YRS,1.60,32175.92,72800,33819.75,9610.932208,368,602
7326,32.3,University,Services,Unknown,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,2,2,0,0,0,1,0,1,"<480,000",">=5,000,000","<1,000,000",<=10 YRS,1.89,26366.66667,61600,0,3291.232727,319,707
7327,26.8,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Others,Living with Family,Theft Insurance for Credit Card,Direct,>=5,>=6,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=2 YRS,2.03,14651.2,20000,23910.18,8649.612524,400,698
7328,43.4,Graduate and Higher,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Own House,Auto Insurance,Direct,>=5,>=6,0,0,0,0,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,3.40,38330.11,104800,267819.37,51622.34097,359,714
7331,57.2,Intermediate,Services,Health,MARRIED,Non- Government Job,Individual,Female,Others,Living in a house owned by a family member,Home Insurance,Bank,3,5,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,0.83,13822.76,26400,2900.16,1121.747727,351,707
7332,39.7,High School,Services,Unknown,MARRIED,Non- Government Job,Privilege Banking,Male,Ahmedabad,Living in a house owned by a family member,Home Insurance,Direct,4,5,0,0,1,0,1,0,MISSING,MISSING,MISSING,>10 YRS,5.07,8595.44,NA,6.72,20067.12432,369,541
7333,35.7,High School,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Lucknow,Living in a house owned by a family member,Home Insurance,Direct,0,2,0,0,1,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,2.80,16590.63,NA,0,23785.94835,393,616
7334,40.3,Graduate and Higher,Services,Unknown,MARRIED,Non- Government Job,Privilege Banking,Male,Ahmedabad,Own House,Auto Insurance,Bank,>=5,>=6,0,1,0,1,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,6.72,71291.5,252000,365377.92,75218.85917,379,612
7336,33.2,University,Transportation/Logistics/Telecom,Telecom,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Rented House,Theft Insurance for Credit Card,Direct,3,3,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=2 YRS,0.71,17657.82,85400,0,4033.435648,371,575
7337,36.0,University,Production/Manufacturing,Durable Goods,SINGLE,Non- Government Job,Privilege Banking,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,3.00,86157.92,180000,15447.92,48307.23662,378,635
7338,37.3,High School,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,3,4,0,0,1,1,1,0,"<360,000","<2,500,000","<1,500,000",<=10 YRS,2.43,117716.27,31050,160317.45,13594.81871,404,630
7339,33.8,Graduate and Higher,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living with Family,Auto Insurance,Direct,4,>=6,0,0,0,0,0,1,">480,000",">=5,000,000",ZERO,<=10 YRS,1.89,15325.47,144000,356776.63,76992.15989,370,713
7340,35.1,University,Services,Health,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,2,4,0,1,0,0,1,0,">480,000","<5,000,000","<1,500,000",<=5 YRS,1.88,NA,NA,18.27,16013.20155,374,688
7341,35.4,University,Services,Education,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Home Insurance,Direct,3,3,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.87,60000,180000,0,2269.633637,353,612
7343,47.9,Graduate and Higher,Production/Manufacturing,Manufacturing,DIVORCED,Retired but still working,Privilege Banking,Female,Bengaluru,Own House,Home Insurance,Direct,>=5,>=6,0,1,1,0,1,1,MISSING,MISSING,MISSING,>10 YRS,9.12,13499.99,213500,426447.54,69018.29079,317,699
7344,29.8,University,Production/Manufacturing,Petrochemicals,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,3,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,2.93,4500,29600,3082.87,21127.24446,341,653
7345,34.8,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Others,Own House,Health Insurance,Direct,>=5,5,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=5 YRS,1.88,25243.19,35100,4624.2,19187.88584,341,587
7346,35.2,University,Services,Law,DIVORCED,Non- Government Job,Privilege Banking,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,>=5,>=6,0,1,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,0.68,24369.12,270000,756874.44,171569.4648,348,705
7348,47.8,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Auto Insurance,Direct,4,4,0,0,0,0,1,0,">480,000","<5,000,000","<1,500,000",>10 YRS,14.93,54692.47,44640,23895.2,8616.128815,389,679
7349,32.5,University,Services,Education,MARRIED,Government Job,Individual,Female,Others,Own House,Home Insurance,Direct,4,4,0,0,1,0,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.88,28410.03,NA,5737.12,56975.63289,392,600
7351,43.2,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Theft Insurance,Bank,>=5,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,6.54,23333.33333,52500,0,8685.766992,356,573
7352,35.3,Graduate and Higher,Services,Finance,SINGLE,Non- Government Job,Individual,Female,Indore,Own House,Auto Insurance,Direct,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.79,NA,0,5917.32,6559.178182,365,626
7353,29.3,University,Services,Tourism,MARRIED,Non- Government Job,Individual,Male,Chandigarh,Own House,Auto Insurance,Bank,1,3,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=5 YRS,0.42,21000,45500,0,5597.711182,363,674
7354,49.0,University,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,4,>=6,0,0,1,0,1,0,MISSING,MISSING,MISSING,>10 YRS,5.45,147000,200900,138967.65,22689.7031,383,693
7355,27.8,University,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Lucknow,Living in a house owned by a family member,Auto Insurance,Direct,3,4,0,1,0,1,1,0,MISSING,MISSING,MISSING,<=2 YRS,1.85,NA,6370,418.48,12939.42796,353,593
7356,36.3,High School,Trade/Merchandise,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,>=5,5,0,0,1,1,1,0,"<120,000",ZERO,ZERO,<=5 YRS,1.89,27408.6,42000,367.12,35002.0621,347,561
7358,34.4,University,Government & NGO,Public Services,SINGLE,Government Job,Individual,Female,Others,Living in a house owned by a family member,Health Insurance,Direct,2,4,0,0,0,1,0,0,"<360,000","<2,500,000","<500,000",<=2 YRS,7.40,19833.33333,48000,0,40492.14834,385,616
7359,23.3,University,Services,Education,MARRIED,Government Job,Individual,Female,Others,Living in a house owned by a family member,Home Insurance,Bank,2,3,0,0,1,0,1,1,MISSING,MISSING,MISSING,<=1 YRS,0.52,NA,NA,3243.06,86699.34167,379,688
7360,56.9,Graduate and Higher,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Direct,1,1,0,0,0,0,0,0,">480,000",">=5,000,000","<1,500,000",<=2 YRS,2.52,189000,221900,0,5765.718182,369,707
7361,50.8,University,Production/Manufacturing,Manufacturing,UNKNOWN,Non- Government Job,Privilege Banking,Male,Others,Own House,Auto Insurance,Direct,>=5,5,0,0,0,0,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,15.41,22111.04,70000,1316042.08,53084.12252,376,678
7362,34.5,University,Trade/Merchandise,Information & Techonology,SINGLE,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Direct,1,2,0,0,0,0,0,0,">480,000",">=5,000,000",ZERO,<=10 YRS,3.74,139500.72,NA,19762.02,7592.873636,361,699
7363,37.8,High School,Construction,Construction,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Credit Card Insurance,Direct,>=5,5,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,2.64,10424.89,48600,1.98,14512.20054,369,609
7364,37.4,University,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Indore,Own House,Auto Insurance,Bank,1,3,0,0,0,1,1,0,"<240,000","<1,000,000","<1,000,000",<=10 YRS,1.89,20250,36000,0,680.6209414,364,714
7365,40.2,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Own House,Auto Insurance,Direct,>=5,5,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,3.39,27512.1,114660,4820.97,11013.69536,365,650
7368,40.3,High School,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,1,1,0,"<360,000","<2,500,000",ZERO,>10 YRS,7.29,17669.97,90450,6230.43,33886.38146,356,652
7369,34.3,Graduate and Higher,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,3.82,17811.72,33600,2217.25,13218.0633,412,560
7370,28.6,University,Services,Finance,SINGLE,Unemployed/Housewife/Student,Individual,Female,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,3,3,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.85,14604.75,48150,1127,742.8,336,677
7373,39.4,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Female,Chandigarh,Living in a house owned by a family member,Credit Card Insurance,Direct,2,4,0,1,0,0,1,0,"<360,000","<2,500,000","<1,500,000",<=2 YRS,2.21,22500,35000,1072.4,34139.55989,382,658
7376,38.3,Graduate and Higher,Services,Education,MARRIED,Government Job,Individual,Female,Bengaluru,Rented House,Auto Insurance,Direct,0,3,0,1,0,1,1,0,"<240,000","<1,000,000","<1,000,000",<=10 YRS,5.93,35466.66666,97200,0,1.035858586,411,707
7378,48.8,High School,Production/Manufacturing,Manufacturing,MARRIED,Retired but still working,Individual,Male,Ahmedabad,Own House,Auto Insurance,Direct,2,3,0,0,0,1,1,0,">480,000",">=5,000,000",ZERO,>10 YRS,1.72,25682.79,18000,235622.24,3238.646234,363,700
7379,34.6,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Privilege Banking,Female,Chennai,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,2.94,61263.09,138600,56931.76,132401.1223,439,687
7380,39.0,Intermediate,Services,Unknown,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Own House,Auto Insurance,Direct,4,5,0,0,0,1,1,1,"<360,000","<2,500,000",ZERO,>10 YRS,7.06,31027.68,89100,4348.89,16667.73113,373,652
7381,55.8,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,4,5,0,0,0,0,1,1,">480,000",">=5,000,000","<1,500,000",>10 YRS,7.49,43500,84000,3099549.04,647520.1256,373,717
7383,49.1,High School,Services,Repairing Services,MARRIED,Retired but still working,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,2,4,0,0,1,0,0,0,MISSING,MISSING,MISSING,>10 YRS,0.85,15099.52,40500,20627.28,70385.13195,411,659
7385,34.1,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Auto Insurance,Bank,3,3,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=5 YRS,4.33,147000,216000,0,7723.431515,364,581
7386,48.3,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Health Insurance,Direct,4,4,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,2.58,15635.41,72000,605.92,10744.3432,318,577
7387,32.7,University,Services,Health,MARRIED,Self Employed,SME,Male,Chandigarh,Own House,Small and Medium Enterprises Insurance,Agent,>=5,>=6,1,0,0,0,0,1,MISSING,MISSING,MISSING,<=10 YRS,7.48,59466.66666,138600,511531.56,26257.70571,1084,717
7390,43.8,No Education,OTHERS,Unknown,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Unknown,Credit Card Insurance,Bank,0,0,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.79,NA,NA,0,1572.984473,317,654
7392,32.8,Graduate and Higher,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Female,Ahmedabad,Own House,Auto Insurance,Direct,2,3,0,1,0,1,0,0,">480,000",">=5,000,000",ZERO,<=10 YRS,4.71,23300.96,64800,80727.99,3813.631882,375,698
7396,41.9,High School,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Agent,3,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,2.35,9800,25200,1083.04,11627.53312,381,660
7397,41.9,University,Services,Finance,MARRIED,Non- Government Job,Privilege Banking,Male,Indore,Living in a house owned by a family member,Theft Insurance for Credit Card,Direct,>=5,>=6,0,0,0,0,0,1,">480,000",">=5,000,000",ZERO,<=10 YRS,1.85,43985.28,112800,1461084,103833.7994,346,702
7398,30.7,High School,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,0,2,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.88,NA,NA,450,123.0115379,297,687
7400,34.6,High School,Services,Unknown,SINGLE,Non- Government Job,Individual,Female,Hyderabad,Rented House,Health Insurance,Direct,>=5,>=6,0,0,0,0,0,1,MISSING,MISSING,MISSING,<=10 YRS,2.81,16255.8,67500,22960.84,1316.966,360,708
7401,39.8,University,Services,Finance,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=5 YRS,1.87,94374.64,118800,786830.31,131255.3334,315,707
7402,30.2,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living with Family,Home Insurance,Direct,4,4,0,0,1,1,0,0,"<360,000","<2,500,000",ZERO,>10 YRS,2.99,14689.53,14400,31.04,38509.64807,359,586
7403,38.3,Intermediate,Services,Health,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Direct,0,1,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,5.30,5831,NA,0,105.7839546,410,684
7405,36.3,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Rented House,Auto Insurance,Bank,2,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,1.30,20580.14,NA,3479.63,947.5866234,385,717
7408,48.8,Intermediate,OTHERS,Retired,MARRIED,Retired,Individual,Male,Hyderabad,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,1,0,1,MISSING,MISSING,MISSING,>10 YRS,1.88,17217.27,70000,29629.32,39347.95345,427,686
7409,41.8,University,Transportation/Logistics/Telecom,Transport,MARRIED,Retired but still working,Privilege Banking,Male,Chennai,Own House,Home Insurance,Bank,4,5,0,0,1,1,0,0,MISSING,MISSING,MISSING,<=2 YRS,2.85,45333.33334,130500,3801.24,145703.7841,341,670
7411,31.0,Graduate and Higher,Trade/Merchandise,Foreign Trade,SINGLE,Non- Government Job,Individual,Female,Hyderabad,Living in a house owned by a family member,Theft Insurance for Credit Card,Direct,4,5,0,0,0,0,0,1,MISSING,MISSING,MISSING,<=2 YRS,1.58,20857.68,36800,37620.03,6209.915333,394,697
7412,42.5,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Credit Card Insurance,Direct,>=5,>=6,0,0,0,1,0,0,MISSING,MISSING,MISSING,>10 YRS,2.62,9712.16,213300,6416.64,28140.6639,367,647
7413,36.7,University,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Lucknow,Living in a house owned by a family member,Credit Card Insurance,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,2.87,18340.07,40500,26831.7,2576.245431,376,708
7415,40.4,High School,Services,Insurance,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Own House,Home Insurance,Bank,4,4,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=2 YRS,3.55,14131.92,77000,2814.64,8159.149832,406,629
7416,32.8,Intermediate,Services,Tourism,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Credit Card Insurance,Direct,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,2.75,22400,53100,2.72,8782.707272,350,585
7417,40.0,University,Services,Education,MARRIED,Non- Government Job,Privilege Banking,Female,Bengaluru,Living in a house owned by a family member,Health Insurance,Agent,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.66,49376.67,134400,792604.8,135603.5939,382,700
7419,26.6,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living with Family,Credit Card Insurance,Bank,3,3,0,0,0,1,0,1,">480,000","<5,000,000","<1,500,000",<=10 YRS,2.75,NA,9776,2617.83,9849.292568,365,687
7420,55.7,Intermediate,OTHERS,Retired,MARRIED,Retired,Individual,Female,Others,Own House,Auto Insurance,Direct,4,>=6,0,0,0,0,0,1,MISSING,MISSING,MISSING,>10 YRS,13.58,16200,28800,43149.78,9345.768194,381,699
7421,32.6,Graduate and Higher,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Home Insurance,Bank,3,3,0,0,1,0,0,0,MISSING,MISSING,MISSING,>10 YRS,1.52,NA,NA,1183.52,146591.2355,202,593
7424,42.8,University,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Self Employed,Privilege Banking,Male,Chennai,Living in a house owned by a family member,Auto Insurance,Bank,3,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.72,189000,220000,6623.04,40217.36255,342,694
7425,51.5,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Home Insurance,Direct,0,2,0,1,1,1,0,1,MISSING,MISSING,MISSING,>10 YRS,7.54,13848.87,NA,0,25128.09472,407,701
7426,33.7,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Home Insurance,Agent,>=5,>=6,0,0,0,1,1,0,">480,000",ZERO,ZERO,<=5 YRS,1.65,72718.08,65600,125291.61,23485.60066,343,611
7427,30.8,High School,Services,Tourism,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,3,3,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=5 YRS,1.89,36841.5,NA,48792.52,26034.11386,385,595
7428,33.1,Graduate and Higher,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Bank,3,4,0,0,0,1,0,1,"<360,000","<2,500,000",ZERO,<=10 YRS,4.86,36000,66500,870.59,16956.07115,375,688
7429,29.9,University,Transportation/Logistics/Telecom,Transport,MARRIED,Non- Government Job,Individual,Female,Lucknow,Living in a house owned by a family member,Home Insurance,Bank,4,5,0,0,1,0,1,0,">480,000",">=5,000,000","<1,500,000",<=10 YRS,1.39,34500,72000,7821.81,44729.84056,373,653
7431,43.8,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Own House,Health Insurance,Direct,4,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,1.94,27377.21,67500,10793.93,20536.19362,385,679
7432,41.5,High School,Trade/Merchandise,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Bank,4,4,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.86,NA,4900,1209.52,15862.15247,356,647
7433,41.1,Intermediate,Transportation/Logistics/Telecom,Transport,MARRIED,Non- Government Job,Individual,Male,Others,Own House,Health Insurance,Bank,3,4,0,0,0,1,1,0,"<240,000","<1,000,000",ZERO,<=5 YRS,1.86,18900,37800,20.56,25934.14816,355,680
7435,37.8,University,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Others,Own House,Health Insurance,Bank,3,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=2 YRS,2.03,26319.16,62400,7319.06,27118.65082,380,676
7439,30.1,Primary School,Production/Manufacturing,Durable Goods,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Theft Insurance for Credit Card,Bank,4,4,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.73,15855.63,52500,1053.81,26871.93921,316,611
